Well_ID,Well_Name,Field_Location,Date,Oil_Production_BBL,Gas_Production_MSCF,Water_Cut_Percentage,Downtime_Hours,Equipment_Status
WELL_003,Delta-C-03,Niger Delta Onshore,11/1/2024,1136,8841,23.16,4,Maintenance
WELL_003,Delta-C-03,Niger Delta Onshore,11/2/2024,1631,12952,23.19,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,11/3/2024,1130,8850,23.23,5,Maintenance
WELL_003,Delta-C-03,Niger Delta Onshore,11/4/2024,1647,12935,23.25,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,11/5/2024,1716,12926,23.27,0,Active
WELL_003,Delta-C-03,Niger Delta Onshore,11/6/2024,1109,8802,23.31,9,Maintenance
WELL_003,Delta-C-03,Niger Delta Offshore,11/7/2024,1656,12841,23.34,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,11/8/2024,1701,12997,23.39,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,11/9/2024,1684,12892,23.42,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,11/10/2024,1631,12949,23.43,2,Active
WELL_003,Delta-C-03,Niger Delta Onshore,11/11/2024,1668,13008,23.45,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,11/12/2024,1643,12968,23.46,0,Active
WELL_003,Delta-C-03,Niger Delta Offshore,11/13/2024,1687,12965,23.51,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,11/14/2024,1643,12880,23.53,3,Active
WELL_003,Delta-C-03,Niger Delta Onshore,11/15/2024,1668,12837,23.55,1,Active
WELL_003,Delta-C-03,Niger Delta Offshore,11/16/2024,1679,12868,23.57,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,11/17/2024,1666,12897,23.58,0,Active
WELL_003,Delta-C-03,Niger Delta Offshore,11/18/2024,1662,12964,23.61,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,11/19/2024,1655,12896,23.62,3,Active
WELL_003,Delta-C-03,Niger Delta Onshore,11/20/2024,1627,12871,23.65,0,Active
WELL_003,Delta-C-03,Niger Delta Offshore,11/21/2024,1082,8828,23.67,9,Maintenance
WELL_003,Delta-C-03,Niger Delta Offshore,11/22/2024,1706,12886,23.68,2,Active
WELL_003,Delta-C-03,Niger Delta Onshore,11/23/2024,1610,12826,23.73,3,Active
WELL_003,Delta-C-03,Niger Delta Onshore,11/24/2024,1043,8750,23.75,7,Maintenance
WELL_003,Delta-C-03,Niger Delta Onshore,11/25/2024,1687,12887,23.78,0,Active
WELL_003,Delta-C-03,Niger Delta Offshore,11/26/2024,1615,12956,23.8,0,Active
WELL_003,Delta-C-03,Niger Delta Offshore,11/27/2024,1085,8744,23.84,9,Maintenance
WELL_003,Delta-C-03,Niger Delta Offshore,11/28/2024,1646,12932,23.87,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,11/29/2024,1652,12945,23.92,0,Active
WELL_003,Delta-C-03,Niger Delta Onshore,11/30/2024,1664,12877,23.93,2,Active
WELL_003,Delta-C-03,Niger Delta Onshore,12/1/2024,1622,12827,23.94,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,12/2/2024,1679,12864,23.99,3,Active
WELL_003,Delta-C-03,Niger Delta Onshore,12/3/2024,1605,12883,24.04,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,12/4/2024,541,2161,24.06,10,Failed
WELL_003,Delta-C-03,Niger Delta Offshore,12/5/2024,1628,12898,24.09,0,Active
WELL_003,Delta-C-03,Niger Delta Offshore,12/6/2024,1623,12938,24.1,3,Active
WELL_003,Delta-C-03,Niger Delta Onshore,12/7/2024,1606,12887,24.12,2,Active
WELL_003,Delta-C-03,Niger Delta Onshore,12/8/2024,1643,12885,24.14,2,Active
WELL_003,Delta-C-03,Niger Delta Onshore,12/9/2024,1063,8765,24.18,5,Maintenance
WELL_003,Delta-C-03,Niger Delta Offshore,12/10/2024,1624,12822,24.19,1,Active
WELL_003,Delta-C-03,Niger Delta Offshore,12/11/2024,1597,12775,24.23,0,Active
WELL_003,Delta-C-03,Niger Delta Offshore,12/12/2024,1653,12933,24.27,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,12/13/2024,1603,12848,24.32,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,12/14/2024,1643,12789,24.35,3,Active
WELL_003,Delta-C-03,Niger Delta Onshore,12/15/2024,1620,12749,24.4,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,12/16/2024,487,280,24.44,13,Failed
WELL_003,Delta-C-03,Niger Delta Offshore,12/17/2024,1099,8830,24.45,6,Maintenance
WELL_003,Delta-C-03,Niger Delta Offshore,12/18/2024,1638,12905,24.49,2,Active
WELL_003,Delta-C-03,Niger Delta Onshore,12/19/2024,1670,12830,24.51,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,12/20/2024,1598,12803,24.53,3,Active
WELL_003,Delta-C-03,Niger Delta Onshore,12/21/2024,1612,12862,24.55,0,Active
WELL_003,Delta-C-03,Niger Delta Offshore,12/22/2024,1608,12824,24.58,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,12/23/2024,1600,12764,24.61,1,Active
WELL_003,Delta-C-03,Niger Delta Offshore,12/24/2024,1585,12836,24.65,1,Active
WELL_003,Delta-C-03,Niger Delta Offshore,12/25/2024,1600,12876,24.69,3,Active
WELL_003,Delta-C-03,Niger Delta Offshore,12/26/2024,1644,12876,24.71,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,12/27/2024,1607,12884,24.76,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,12/28/2024,1628,12914,24.77,2,Active
WELL_003,Delta-C-03,Niger Delta Onshore,12/29/2024,1589,12896,24.79,0,Active
WELL_003,Delta-C-03,Niger Delta Onshore,12/30/2024,1591,12762,24.84,0,Active
WELL_003,Delta-C-03,Niger Delta Offshore,12/31/2024,1637,12779,24.86,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,1/1/2025,1659,12810,24.89,2,Active
WELL_003,Delta-C-03,Niger Delta Onshore,1/2/2025,1670,12901,24.93,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,1/3/2025,1657,12715,24.94,0,Active
WELL_003,Delta-C-03,Niger Delta Offshore,1/4/2025,1622,12725,24.97,3,Active
WELL_003,Delta-C-03,Niger Delta Offshore,1/5/2025,173,28,24.98,19,Failed
WELL_003,Delta-C-03,Niger Delta Onshore,1/6/2025,1615,12740,25.01,2,Active
WELL_003,Delta-C-03,Niger Delta Onshore,1/7/2025,214,833,25.05,12,Failed
WELL_003,Delta-C-03,Niger Delta Offshore,1/8/2025,1638,12771,25.09,0,Active
WELL_003,Delta-C-03,Niger Delta Onshore,1/9/2025,1660,12837,25.11,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,1/10/2025,1591,12716,25.16,0,Active
WELL_003,Delta-C-03,Niger Delta Onshore,1/11/2025,1669,12715,25.2,3,Active
WELL_003,Delta-C-03,Niger Delta Offshore,1/12/2025,1571,12761,25.25,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,1/13/2025,1654,12841,25.26,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,1/14/2025,346,1008,25.29,12,Failed
WELL_003,Delta-C-03,Niger Delta Offshore,1/15/2025,1612,12844,25.34,1,Active
WELL_003,Delta-C-03,Niger Delta Offshore,1/16/2025,1567,12782,25.35,2,Active
WELL_003,Delta-C-03,Niger Delta Onshore,1/17/2025,1622,12808,25.4,0,Active
WELL_003,Delta-C-03,Niger Delta Onshore,1/18/2025,1624,12711,25.43,2,Active
WELL_003,Delta-C-03,Niger Delta Onshore,1/19/2025,1588,12869,25.46,3,Active
WELL_003,Delta-C-03,Niger Delta Offshore,1/20/2025,1567,12682,25.47,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,1/21/2025,1596,12743,25.51,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,1/22/2025,1617,12840,25.53,0,Active
WELL_003,Delta-C-03,Niger Delta Offshore,1/23/2025,471,3175,25.57,14,Failed
WELL_003,Delta-C-03,Niger Delta Onshore,1/24/2025,1574,12777,25.6,3,Active
WELL_003,Delta-C-03,Niger Delta Onshore,1/25/2025,1604,12771,25.64,0,Active
WELL_003,Delta-C-03,Niger Delta Offshore,1/26/2025,1607,12734,25.69,2,Active
WELL_003,Delta-C-03,Niger Delta Onshore,1/27/2025,1043,8662,25.71,7,Maintenance
WELL_003,Delta-C-03,Niger Delta Offshore,1/28/2025,1028,8737,25.75,5,Maintenance
WELL_003,Delta-C-03,Niger Delta Offshore,1/29/2025,1570,12680,25.79,2,Active
WELL_003,Delta-C-03,Niger Delta Onshore,1/30/2025,1579,12670,25.84,0,Active
WELL_003,Delta-C-03,Niger Delta Onshore,1/31/2025,1567,12740,25.87,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,2/1/2025,1058,8734,25.89,8,Maintenance
WELL_003,Delta-C-03,Niger Delta Offshore,2/2/2025,1048,8742,25.94,5,Maintenance
WELL_003,Delta-C-03,Niger Delta Offshore,2/3/2025,1620,12761,25.97,2,Active
WELL_003,Delta-C-03,Niger Delta Onshore,2/4/2025,1624,12727,26.02,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,2/5/2025,1066,8702,26.03,8,Maintenance
WELL_003,Delta-C-03,Niger Delta Onshore,2/6/2025,1564,12803,26.05,1,Active
WELL_003,Delta-C-03,Niger Delta Offshore,2/7/2025,1590,12650,26.07,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,2/8/2025,1571,12697,26.08,3,Active
WELL_003,Delta-C-03,Niger Delta Onshore,2/9/2025,1630,12827,26.1,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,2/10/2025,1590,12802,26.11,1,Active
WELL_003,Delta-C-03,Niger Delta Offshore,2/11/2025,1022,8762,26.14,5,Maintenance
WELL_003,Delta-C-03,Niger Delta Onshore,2/12/2025,1638,12652,26.15,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,2/13/2025,1600,12645,26.2,3,Active
WELL_003,Delta-C-03,Niger Delta Offshore,2/14/2025,1574,12735,26.23,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,2/15/2025,507,2274,26.28,18,Failed
WELL_003,Delta-C-03,Niger Delta Onshore,2/16/2025,1623,12773,26.29,1,Active
WELL_003,Delta-C-03,Niger Delta Offshore,2/17/2025,1570,12790,26.34,2,Active
WELL_003,Delta-C-03,Niger Delta Onshore,2/18/2025,1550,12626,26.36,2,Active
WELL_003,Delta-C-03,Niger Delta Onshore,2/19/2025,1564,12717,26.37,0,Active
WELL_003,Delta-C-03,Niger Delta Offshore,2/20/2025,1587,12773,26.4,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,2/21/2025,1602,12728,26.44,3,Active
WELL_003,Delta-C-03,Niger Delta Onshore,2/22/2025,1009,8683,26.47,9,Maintenance
WELL_003,Delta-C-03,Niger Delta Offshore,2/23/2025,459,3906,26.48,20,Failed
WELL_003,Delta-C-03,Niger Delta Onshore,2/24/2025,1573,12624,26.52,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,2/25/2025,148,3771,26.57,15,Failed
WELL_003,Delta-C-03,Niger Delta Offshore,2/26/2025,1601,12599,26.58,0,Active
WELL_003,Delta-C-03,Niger Delta Offshore,2/27/2025,1566,12694,26.62,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,2/28/2025,1611,12634,26.64,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,3/1/2025,1542,12689,26.67,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,3/2/2025,1558,12668,26.7,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,3/3/2025,157,976,26.71,21,Failed
WELL_003,Delta-C-03,Niger Delta Offshore,3/4/2025,1554,12665,26.72,1,Active
WELL_003,Delta-C-03,Niger Delta Offshore,3/5/2025,1566,12628,26.73,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,3/6/2025,1544,12623,26.75,0,Active
WELL_003,Delta-C-03,Niger Delta Onshore,3/7/2025,1596,12728,26.79,3,Active
WELL_003,Delta-C-03,Niger Delta Offshore,3/8/2025,1617,12617,26.81,2,Active
WELL_003,Delta-C-03,Niger Delta Onshore,3/9/2025,1547,12709,26.84,3,Active
WELL_003,Delta-C-03,Niger Delta Onshore,3/10/2025,1613,12671,26.88,3,Active
WELL_003,Delta-C-03,Niger Delta Onshore,3/11/2025,1585,12744,26.89,3,Active
WELL_003,Delta-C-03,Niger Delta Onshore,3/12/2025,983,8695,26.92,7,Maintenance
WELL_003,Delta-C-03,Niger Delta Onshore,3/13/2025,1524,12673,26.95,1,Active
WELL_003,Delta-C-03,Niger Delta Offshore,3/14/2025,1586,12671,26.96,0,Active
WELL_003,Delta-C-03,Niger Delta Onshore,3/15/2025,239,2427,27,12,Failed
WELL_003,Delta-C-03,Niger Delta Offshore,3/16/2025,1579,12758,27.01,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,3/17/2025,1565,12672,27.05,0,Active
WELL_003,Delta-C-03,Niger Delta Onshore,3/18/2025,1594,12663,27.08,0,Active
WELL_003,Delta-C-03,Niger Delta Offshore,3/19/2025,1542,12657,27.09,3,Active
WELL_003,Delta-C-03,Niger Delta Onshore,3/20/2025,1542,12674,27.14,2,Active
WELL_003,Delta-C-03,Niger Delta Onshore,3/21/2025,967,8509,27.15,6,Maintenance
WELL_003,Delta-C-03,Niger Delta Onshore,3/22/2025,1515,12601,27.2,3,Active
WELL_003,Delta-C-03,Niger Delta Offshore,3/23/2025,1606,12547,27.24,0,Active
WELL_003,Delta-C-03,Niger Delta Offshore,3/24/2025,1609,12726,27.29,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,3/25/2025,1516,12668,27.33,2,Active
WELL_003,Delta-C-03,Niger Delta Onshore,3/26/2025,1543,12579,27.34,0,Active
WELL_003,Delta-C-03,Niger Delta Onshore,3/27/2025,1551,12635,27.37,0,Active
WELL_003,Delta-C-03,Niger Delta Offshore,3/28/2025,1587,12716,27.42,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,3/29/2025,993,8654,27.45,7,Maintenance
WELL_003,Delta-C-03,Niger Delta Onshore,3/30/2025,1554,12539,27.47,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,3/31/2025,937,8521,27.5,9,Maintenance
WELL_003,Delta-C-03,Niger Delta Onshore,4/1/2025,1584,12654,27.52,3,Active
WELL_003,Delta-C-03,Niger Delta Onshore,4/2/2025,1584,12534,27.54,1,Active
WELL_003,Delta-C-03,Niger Delta Offshore,4/3/2025,1561,12608,27.56,0,Active
WELL_003,Delta-C-03,Niger Delta Onshore,4/4/2025,1515,12586,27.57,0,Active
WELL_003,Delta-C-03,Niger Delta Onshore,4/5/2025,1575,12632,27.59,1,Active
WELL_003,Delta-C-03,Niger Delta Offshore,4/6/2025,1550,12694,27.64,0,Active
WELL_003,Delta-C-03,Niger Delta Offshore,4/7/2025,1553,12571,27.66,2,Active
WELL_003,Delta-C-03,Niger Delta Onshore,4/8/2025,953,8463,27.68,8,Maintenance
WELL_003,Delta-C-03,Niger Delta Onshore,4/9/2025,1585,12707,27.72,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,4/10/2025,1554,12567,27.76,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,4/11/2025,1552,12613,27.79,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,4/12/2025,1594,12582,27.82,0,Active
WELL_003,Delta-C-03,Niger Delta Onshore,4/13/2025,936,8571,27.85,7,Maintenance
WELL_003,Delta-C-03,Niger Delta Onshore,4/14/2025,1521,12644,27.87,3,Active
WELL_003,Delta-C-03,Niger Delta Offshore,4/15/2025,1506,12600,27.89,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,4/16/2025,1584,12650,27.91,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,4/17/2025,1546,12628,27.92,0,Active
WELL_003,Delta-C-03,Niger Delta Onshore,4/18/2025,1538,12564,27.96,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,4/19/2025,548,3190,27.99,16,Failed
WELL_003,Delta-C-03,Niger Delta Offshore,4/20/2025,1581,12522,28.03,3,Active
WELL_003,Delta-C-03,Niger Delta Offshore,4/21/2025,1516,12623,28.06,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,4/22/2025,1581,12599,28.1,3,Active
WELL_003,Delta-C-03,Niger Delta Onshore,4/23/2025,1495,12649,28.13,3,Active
WELL_003,Delta-C-03,Niger Delta Onshore,4/24/2025,443,3403,28.14,19,Failed
WELL_003,Delta-C-03,Niger Delta Onshore,4/25/2025,1534,12619,28.19,1,Active
WELL_003,Delta-C-03,Niger Delta Offshore,4/26/2025,951,8531,28.2,9,Maintenance
WELL_003,Delta-C-03,Niger Delta Offshore,4/27/2025,1546,12672,28.25,0,Active
WELL_003,Delta-C-03,Niger Delta Offshore,4/28/2025,997,8497,28.28,9,Maintenance
WELL_003,Delta-C-03,Niger Delta Onshore,4/29/2025,998,8479,28.32,7,Maintenance
WELL_003,Delta-C-03,Niger Delta Offshore,4/30/2025,1541,12651,28.34,1,Active
WELL_003,Delta-C-03,Niger Delta Offshore,5/1/2025,1532,12545,28.37,3,Active
WELL_003,Delta-C-03,Niger Delta Offshore,5/2/2025,103,2208,28.38,15,Failed
WELL_003,Delta-C-03,Niger Delta Offshore,5/3/2025,1550,12585,28.41,1,Active
WELL_003,Delta-C-03,Niger Delta Onshore,5/4/2025,1485,12579,28.45,3,Active
WELL_003,Delta-C-03,Niger Delta Offshore,5/5/2025,1512,12572,28.47,3,Active
WELL_003,Delta-C-03,Niger Delta Offshore,5/6/2025,910,8494,28.51,6,Maintenance
WELL_003,Delta-C-03,Niger Delta Offshore,5/7/2025,959,8455,28.56,6,Maintenance
WELL_003,Delta-C-03,Niger Delta Onshore,5/8/2025,1485,12464,28.59,3,Active
WELL_003,Delta-C-03,Niger Delta Offshore,5/9/2025,1508,12552,28.63,2,Active
WELL_003,Delta-C-03,Niger Delta Onshore,5/10/2025,1514,12468,28.66,0,Active
WELL_003,Delta-C-03,Niger Delta Offshore,5/11/2025,1520,12453,28.68,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,5/12/2025,294,1535,28.72,20,Failed
WELL_003,Delta-C-03,Niger Delta Onshore,5/13/2025,1526,12572,28.74,2,Active
WELL_003,Delta-C-03,Niger Delta Offshore,5/14/2025,1525,12466,28.76,3,Active
WELL_004,Delta-D-04,Niger Delta Onshore,1/1/2024,2705,10562,11.01,1,Active
WELL_004,Delta-D-04,Niger Delta Onshore,1/2/2024,1952,7538,11.03,7,Maintenance
WELL_004,Delta-D-04,Niger Delta Offshore,1/3/2024,2767,10627,11.08,2,Active
WELL_004,Delta-D-04,Niger Delta Onshore,1/4/2024,1920,7490,11.12,8,Maintenance
WELL_004,Delta-D-04,Niger Delta Onshore,1/5/2024,545,1894,11.15,20,Failed
WELL_004,Delta-D-04,Niger Delta Offshore,1/6/2024,1894,7426,11.19,8,Maintenance
WELL_004,Delta-D-04,Niger Delta Onshore,1/7/2024,1864,7420,11.24,9,Maintenance
WELL_004,Delta-D-04,Niger Delta Onshore,1/8/2024,572,1606,11.28,17,Failed
WELL_004,Delta-D-04,Niger Delta Offshore,1/9/2024,2740,10554,11.32,0,Active
WELL_004,Delta-D-04,Niger Delta Onshore,1/10/2024,1915,7429,11.35,8,Maintenance
WELL_004,Delta-D-04,Niger Delta Offshore,1/11/2024,2738,10646,11.37,2,Active
WELL_004,Delta-D-04,Niger Delta Onshore,1/12/2024,2737,10606,11.4,0,Active
WELL_004,Delta-D-04,Niger Delta Onshore,1/13/2024,2749,10558,11.42,1,Active
WELL_004,Delta-D-04,Niger Delta Onshore,1/14/2024,2696,10578,11.46,3,Active
WELL_004,Delta-D-04,Niger Delta Offshore,1/15/2024,2755,10656,11.47,2,Active
WELL_004,Delta-D-04,Niger Delta Offshore,1/16/2024,2758,10675,11.51,0,Active
WELL_004,Delta-D-04,Niger Delta Offshore,1/17/2024,2768,10600,11.52,3,Active
WELL_004,Delta-D-04,Niger Delta Onshore,1/18/2024,1876,7329,11.55,7,Maintenance
WELL_004,Delta-D-04,Niger Delta Offshore,1/19/2024,2745,10601,11.57,1,Active
WELL_004,Delta-D-04,Niger Delta Offshore,1/20/2024,2756,10654,11.58,0,Active
WELL_004,Delta-D-04,Niger Delta Onshore,1/21/2024,2743,10663,11.62,0,Active
WELL_004,Delta-D-04,Niger Delta Offshore,1/22/2024,1943,7361,11.66,9,Maintenance
WELL_004,Delta-D-04,Niger Delta Onshore,1/23/2024,2706,10652,11.69,0,Active
WELL_004,Delta-D-04,Niger Delta Offshore,1/24/2024,2726,10690,11.72,3,Active
WELL_004,Delta-D-04,Niger Delta Onshore,1/25/2024,2731,10603,11.77,3,Active
WELL_004,Delta-D-04,Niger Delta Offshore,1/26/2024,2719,10538,11.78,2,Active
WELL_004,Delta-D-04,Niger Delta Offshore,1/27/2024,2748,10652,11.8,0,Active
WELL_004,Delta-D-04,Niger Delta Offshore,1/28/2024,2707,10599,11.83,3,Active
WELL_004,Delta-D-04,Niger Delta Offshore,1/29/2024,1898,7345,11.85,4,Maintenance
WELL_004,Delta-D-04,Niger Delta Offshore,1/30/2024,2699,10532,11.87,3,Active
WELL_004,Delta-D-04,Niger Delta Offshore,1/31/2024,2670,10637,11.92,0,Active
WELL_004,Delta-D-04,Niger Delta Offshore,2/1/2024,2687,10544,11.94,3,Active
WELL_004,Delta-D-04,Niger Delta Offshore,2/2/2024,2670,10490,11.98,1,Active
WELL_004,Delta-D-04,Niger Delta Offshore,2/3/2024,1849,7398,12.02,6,Maintenance
WELL_004,Delta-D-04,Niger Delta Offshore,2/4/2024,2703,10554,12.04,0,Active
WELL_004,Delta-D-04,Niger Delta Onshore,2/5/2024,2655,10585,12.07,3,Active
WELL_004,Delta-D-04,Niger Delta Onshore,2/6/2024,2746,10521,12.11,1,Active
WELL_004,Delta-D-04,Niger Delta Onshore,2/7/2024,2734,10607,12.14,0,Active
WELL_004,Delta-D-04,Niger Delta Onshore,2/8/2024,1842,7301,12.16,7,Maintenance
WELL_004,Delta-D-04,Niger Delta Onshore,2/9/2024,2673,10487,12.21,0,Active
WELL_004,Delta-D-04,Niger Delta Offshore,2/10/2024,2704,10495,12.24,2,Active
WELL_004,Delta-D-04,Niger Delta Onshore,2/11/2024,2686,10534,12.26,3,Active
WELL_004,Delta-D-04,Niger Delta Onshore,2/12/2024,2684,10548,12.27,0,Active
WELL_004,Delta-D-04,Niger Delta Onshore,2/13/2024,2689,10596,12.28,0,Active
WELL_004,Delta-D-04,Niger Delta Offshore,2/14/2024,1873,7309,12.33,7,Maintenance
WELL_004,Delta-D-04,Niger Delta Offshore,2/15/2024,2646,10517,12.36,1,Active
WELL_004,Delta-D-04,Niger Delta Offshore,2/16/2024,2715,10511,12.38,1,Active
WELL_004,Delta-D-04,Niger Delta Onshore,2/17/2024,2644,10530,12.4,0,Active
WELL_004,Delta-D-04,Niger Delta Offshore,2/18/2024,2687,10651,12.43,3,Active
WELL_004,Delta-D-04,Niger Delta Onshore,2/19/2024,2684,10620,12.46,3,Active
WELL_004,Delta-D-04,Niger Delta Onshore,2/20/2024,2648,10648,12.49,2,Active
WELL_004,Delta-D-04,Niger Delta Offshore,2/21/2024,2677,10574,12.52,2,Active
WELL_004,Delta-D-04,Niger Delta Offshore,2/22/2024,1852,7317,12.57,8,Maintenance
WELL_004,Delta-D-04,Niger Delta Onshore,2/23/2024,2712,10597,12.58,2,Active
WELL_004,Delta-D-04,Niger Delta Offshore,2/24/2024,2714,10589,12.63,0,Active
WELL_004,Delta-D-04,Niger Delta Onshore,2/25/2024,569,1490,12.67,10,Failed
WELL_004,Delta-D-04,Niger Delta Onshore,2/26/2024,1826,7308,12.71,8,Maintenance
WELL_004,Delta-D-04,Niger Delta Offshore,2/27/2024,2734,10622,12.75,2,Active
WELL_004,Delta-D-04,Niger Delta Offshore,2/28/2024,2721,10506,12.77,0,Active
WELL_004,Delta-D-04,Niger Delta Onshore,2/29/2024,2639,10552,12.82,0,Active
WELL_004,Delta-D-04,Niger Delta Onshore,3/1/2024,2730,10482,12.85,0,Active
WELL_004,Delta-D-04,Niger Delta Offshore,3/2/2024,2694,10522,12.88,0,Active
WELL_004,Delta-D-04,Niger Delta Onshore,3/3/2024,2639,10581,12.91,2,Active
WELL_004,Delta-D-04,Niger Delta Offshore,3/4/2024,1890,7280,12.93,9,Maintenance
WELL_004,Delta-D-04,Niger Delta Offshore,3/5/2024,2711,10433,12.94,2,Active
WELL_004,Delta-D-04,Niger Delta Onshore,3/6/2024,2694,10436,12.96,0,Active
WELL_004,Delta-D-04,Niger Delta Onshore,3/7/2024,2662,10543,13.01,2,Active
WELL_004,Delta-D-04,Niger Delta Onshore,3/8/2024,2637,10599,13.02,0,Active
WELL_004,Delta-D-04,Niger Delta Offshore,3/9/2024,2641,10443,13.07,3,Active
WELL_004,Delta-D-04,Niger Delta Offshore,3/10/2024,2723,10554,13.1,0,Active
WELL_004,Delta-D-04,Niger Delta Onshore,3/11/2024,2686,10534,13.14,2,Active
WELL_004,Delta-D-04,Niger Delta Offshore,3/12/2024,2632,10558,13.18,1,Active
WELL_004,Delta-D-04,Niger Delta Offshore,3/13/2024,1898,7356,13.21,9,Maintenance
WELL_004,Delta-D-04,Niger Delta Offshore,3/14/2024,2623,10537,13.25,0,Active
WELL_004,Delta-D-04,Niger Delta Offshore,3/15/2024,1888,7241,13.29,4,Maintenance
WELL_004,Delta-D-04,Niger Delta Offshore,3/16/2024,2623,10495,13.31,1,Active
WELL_004,Delta-D-04,Niger Delta Onshore,3/17/2024,2692,10575,13.36,0,Active
WELL_004,Delta-D-04,Niger Delta Onshore,3/18/2024,2693,10443,13.38,3,Active
WELL_004,Delta-D-04,Niger Delta Offshore,3/19/2024,2629,10512,13.4,2,Active
WELL_004,Delta-D-04,Niger Delta Offshore,3/20/2024,177,2889,13.44,18,Failed
WELL_004,Delta-D-04,Niger Delta Onshore,3/21/2024,670,1577,13.46,12,Failed
WELL_004,Delta-D-04,Niger Delta Onshore,3/22/2024,2684,10479,13.49,1,Active
WELL_004,Delta-D-04,Niger Delta Onshore,3/23/2024,178,2800,13.51,22,Failed
WELL_004,Delta-D-04,Niger Delta Onshore,3/24/2024,2639,10489,13.54,1,Active
WELL_004,Delta-D-04,Niger Delta Offshore,3/25/2024,2702,10402,13.58,1,Active
WELL_004,Delta-D-04,Niger Delta Offshore,3/26/2024,2660,10394,13.61,2,Active
WELL_004,Delta-D-04,Niger Delta Onshore,3/27/2024,2689,10542,13.63,3,Active
WELL_004,Delta-D-04,Niger Delta Offshore,3/28/2024,2709,10577,13.65,1,Active
WELL_004,Delta-D-04,Niger Delta Onshore,3/29/2024,2664,10543,13.69,3,Active
WELL_004,Delta-D-04,Niger Delta Offshore,3/30/2024,1864,7360,13.72,4,Maintenance
WELL_004,Delta-D-04,Niger Delta Offshore,3/31/2024,269,395,13.75,20,Failed
WELL_004,Delta-D-04,Niger Delta Offshore,4/1/2024,2649,10564,13.78,2,Active
WELL_004,Delta-D-04,Niger Delta Offshore,4/2/2024,2656,10421,13.79,1,Active
WELL_004,Delta-D-04,Niger Delta Onshore,4/3/2024,2688,10523,13.82,3,Active
WELL_004,Delta-D-04,Niger Delta Onshore,4/4/2024,2613,10366,13.84,3,Active
WELL_004,Delta-D-04,Niger Delta Offshore,4/5/2024,2622,10503,13.89,3,Active
WELL_004,Delta-D-04,Niger Delta Onshore,4/6/2024,676,2015,13.9,21,Failed
WELL_004,Delta-D-04,Niger Delta Onshore,4/7/2024,2678,10537,13.93,1,Active
